ADM0_EN,ADM0_PCODE,ADM0_REF,ADM0ALT1_EN,ADM0ALT2_EN,DATE,VALIDON,VALIDTO,AREA_SQKM
Bangladesh,BD,,,,2015-01-01,2020-11-13,,139852.015625
