0,1,2
"Illustrative outcomes of projects 
and related possible gender equality 
outcomesa","Examples of questions to consider 
in analyses to formulate project 
strategies and gender-related  
design features","Examples of possible gender-related 
design features, measures, and 
activities that might be relevant  
(or adaptable)"
"Strengthened management capacity 
of state departments and municipal 
agencies
• 	Increased	responsiveness	of	
management and staff to gender 
differences in needs and priorities
• 	Improved	data	and	skills	for	 
gender responsive policy and 
program development","• 	Do	the	information	systems	of	
the agency generate the sex-
disaggregated data required for 
analyses of needs, options, and 
outcomes (e.g., data on use of  
public transport or managers of 
market stalls)?
• 	Do	the	agency’s	criteria	for	
infrastructure choices or designs 
include attention to how they 
affect women’s safety (e.g., role of 
streetlighting, bus bays, pedestrian 
walkways, protected access to  
public toilets)?","• 	Allocate	resources	and	expertise	
to improving data systems so they 
generate sex-disaggregated data, and 
to improving analytic skills among 
planners for use of such data.
• 	Assist	partner	state	or	municipal	
agencies to develop linkages with 
research and advocacy organizations 
concerned with urban women’s 
issues (to provide training, feedback, 
research inputs, etc.)."
"Successful resettlement of those 
displaced by new infrastructure
or restoration of women’s livelihoods 
and income
• 	Maintenance	or	rebuilding	of	social	
networks
• 	Strengthened	property	rights	 
of women","• 	Are	there	barriers	to	women’s	
participation in consultation 
processes (related to, for  
example, transport availability  
or costs, household duties, local 
social mores)?
• 	How	does	displacement	and	
resettlement affect women’s 
livelihoods? Are there adequate 
and affordable transport services 
to reach places of employment? 
Can previous livelihoods in 
self-employment or trade be 
reestablished and be viable? What 
other services have been disrupted 
(e.g., childcare, schooling)?","• 	Develop	a	consultation	strategy	that	
addresses the barriers identified to 
ensure that different categories of 
women are reached (households 
headed by women, widows, married 
women, single women).
• 	Develop	and	fund	a	plan	to	 
facilitate reestablishment of 
livelihoods (responding to findings 
of needs analysis).
• 	Follow	up	government	commitments	
to strengthen women’s land rights 
in resettlement processes (equitable 
land allocations to women and direct 
transfers to women)."
a  Related possible gender equality outcomes refer to changes that reduce gender gaps or otherwise benefit women.,,
