ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2006,24689.865,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2006,3538.126,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2006,2682.586,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2006,41579.966,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2006,11319.828,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2006,25041.809,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2006,2913.317,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2006,2305.013,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2006,43006.228,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2006,12095.652,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2006,9214.985,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,2006,8933.056,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,2006,6541.824,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,2006,3538.126,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,2006,2682.586,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,2006,41579.966,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,2006,11319.828,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,2006,11133.123,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,2006,8681.9,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,2006,5226.785,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,2006,2913.317,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,2006,2305.013,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,2006,43006.228,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,2006,6495.512,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,2006,5600.14,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,2006,4805.826,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,2006,4409.159,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,2006,4820.715,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,2006,4112.34,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,2006,3790.947,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,2006,2750.877,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,2006,1928.661,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,2006,1609.465,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,2006,2682.586,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,2006,41579.966,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,2006,4940.926,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,2006,6378.902,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,2006,6095.841,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,2006,5037.282,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,2006,5004.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,2006,3677.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,2006,3028.887,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,2006,2197.898,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,2006,1611.109,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,2006,1302.208,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,2006,2305.013,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",2003,41172.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",2003,37988.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",2003,12324.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",2003,28848.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",2003,39672.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",2003,37078.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",2003,11715.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",2003,27957.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,2003,41172.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,2003,12324.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2003,22528.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2003,3136.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2003,3184.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2003,39672.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2003,11715.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2003,22661.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2003,2702.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2003,2594.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2003,41172.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2003,12324.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2003,9378.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,2003,7986.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,2003,5164.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,2003,3136.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,2003,3184.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,2003,39672.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,2003,11715.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,2003,11064.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,2003,7260.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,2003,4337.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,2003,2702.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,2003,2594.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,2003,41172.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,2003,7098.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,2003,5226.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,2003,4958.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,2003,4420.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,2003,4377.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,2003,3609.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,2003,2839.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,2003,2325.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,2003,1582.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,2003,1554.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,2003,3184.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,2003,39672.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,2003,5707.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,2003,6008.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,2003,6300.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,2003,4764.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,2003,4228.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,2003,3032.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,2003,2361.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,2003,1976.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,2003,1307.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,2003,1395.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,2003,2594.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",2000,38354.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",2000,35996.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",2000,10516.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",2000,27838.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",2000,35906.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",2000,34324.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",2000,10373.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",2000,25533.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,2000,38354.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,2000,10516.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2000,22450.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2000,3030.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2000,2358.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2000,35906.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2000,10373.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2000,21569.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2000,2382.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2000,1582.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2000,38354.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2000,10516.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2000,8427.0,,,,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts"
