ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,2016,13554.003,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2016,29599.152,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2016,5261.76,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2016,4177.828,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2016,53536.991,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2016,14158.346,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2016,31702.952,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2016,4396.96,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2016,3278.734,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2016,52592.743,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2016,13554.003,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2016,11714.791,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,2016,10160.051,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,2016,7724.31,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,2016,5261.76,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,2016,4177.828,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,2016,53536.991,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,2016,14158.346,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,2016,13946.064,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,2016,10463.902,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,2016,7292.986,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,2016,4396.96,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,2016,3278.734,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,2016,52592.743,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,2016,7828.576,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,2016,5725.427,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,2016,6169.406,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,2016,5545.385,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,2016,5622.678,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,2016,4537.373,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,2016,4337.96,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,2016,3386.35,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,2016,2828.932,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,2016,2432.828,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,2016,4177.828,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,2016,53536.991,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,2016,7021.054,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,2016,7137.292,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,2016,7757.298,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,2016,6188.766,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,2016,6011.057,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,2016,4452.845,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,2016,4238.503,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,2016,3054.483,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,2016,2547.944,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,2016,1849.016,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,2016,3278.734,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",2013,52056.06,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",2013,47762.336,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",2013,14226.505,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",2013,37829.555,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",2013,54209.093,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",2013,49919.641,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",2013,15441.872,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",2013,38767.221,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,2013,52056.06,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,2013,14226.505,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2013,28278.683,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2013,5257.148,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2013,4293.723,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2013,54209.093,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2013,15441.872,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2013,29280.923,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2013,5196.846,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2013,4289.452,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2013,52056.06,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2013,14226.505,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2013,12442.718,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,2013,8949.547,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,2013,6886.418,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,2013,5257.148,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,2013,4293.723,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,2013,54209.093,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,2013,15441.872,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,2013,13242.348,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,2013,8894.265,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,2013,7144.31,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,2013,5196.846,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,2013,4289.452,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,2013,52056.06,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,2013,7304.126,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,2013,6922.379,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 25-29,2013,6646.154,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 30-34,2013,5796.564,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 35-39,2013,4736.272,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 40-44,2013,4213.275,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 45-49,2013,3594.852,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 50-54,2013,3291.566,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 55-59,2013,2621.421,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 60-64,2013,2635.728,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Male,Age (5-year bands): 65+,2013,4293.723,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15+,2013,54209.093,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 15-19,2013,7475.824,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 20-24,2013,7966.048,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 25-29,2013,7121.248,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 30-34,2013,6121.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 35-39,2013,4932.388,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 40-44,2013,3961.877,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 45-49,2013,3774.503,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 50-54,2013,3369.806,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 55-59,2013,2609.655,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 60-64,2013,2587.191,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Working-age population by sex and age (thousands),Female,Age (5-year bands): 65+,2013,4289.452,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15+",2011,46582.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-64",2011,42948.18,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 15-24",2011,12299.5,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,"Age (Youth, adults): 25+",2011,34282.78,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15+",2011,47641.14,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-64",2011,44459.36,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 15-24",2011,13885.0,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,"Age (Youth, adults): 25+",2011,33756.14,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15+,2011,46582.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 15-24,2011,12299.5,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 25-54,2011,26633.4,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 55-64,2011,4015.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (Aggregate bands): 65+,2011,3634.1,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15+,2011,47641.14,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 15-24,2011,13885.0,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 25-54,2011,27143.56,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 55-64,2011,3430.8,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (Aggregate bands): 65+,2011,3181.78,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15+,2011,46582.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 15-24,2011,12299.5,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 25-34,2011,11313.52,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 35-44,2011,8985.62,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 45-54,2011,6334.26,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 55-64,2011,4015.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (10-year bands): 65+,2011,3634.1,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15+,2011,47641.14,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 15-24,2011,13885.0,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 25-34,2011,12680.9,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 35-44,2011,8859.26,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 45-54,2011,5603.4,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 55-64,2011,3430.8,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Female,Age (10-year bands): 65+,2011,3181.78,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15+,2011,46582.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (5-year bands): 15-19,2011,6520.18,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
Bangladesh,PC - Population Census,Working-age population by sex and age (thousands),Male,Age (5-year bands): 20-24,2011,5779.32,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Other nonstandard definition | Age coverage - maximum age: 75 years old
