ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1_EN,ADM4ALT2_EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Panchgachha,BD55857663,,,,Pirganj,BD558576,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,26.0713496035299
Panchgachhiya,BD20302964,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.1179895450402
Panchgaon,BD20751057,,,,Chatkhil,BD207510,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,5.35822222940608
Panchgaon,BD30599487,,,,Tongibari,BD305994,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,12.6450761928627
Panchgaon,BD60588052,,,,Rajnagar,BD605880,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,30.9417843075433
Panchhari,BD20467776,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,62.9997976190491
Panchkhola,BD30545477,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,24.6271654657756
Panchpir,BD55772587,,,,Boda,BD557725,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,26.516403487628
Panchthubi,BD20196790,,,,Comilla Adarsha Sadar,BD201967,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.5702270758162
Panchupur,BD50640373,,,,Atrai,BD506403,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,27.9426045401502
Panchuria,BD30290352,,,,Alfadanga,BD302903,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.5299527413147
Panchuria,BD30827665,,,,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,12.2042039114324
Pandergaon,BD60903378,,,,Dowarabazar,BD609033,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,38.0131999251081
Pandul,BD55499472,,,,Ulipur,BD554994,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,17.5557307941581
Panga Matukpur,BD55731585,,,,Domar,BD557315,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,24.8989210387463
Pangashi,BD50886176,,,,Royganj,BD508861,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,26.5618834525103
Pangashia,BD10785588,,,,Dumki,BD107855,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,20.5151020046048
Pangsha Paurashava,BD30827399,,,,Pangsha,BD308273,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,16.3272745141598
Panisara,BD40412371,,,,Jhikargachha,BD404123,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,27.7052973893344
Paniunda,BD60367787,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,31.6771293004084
Panjia,BD40413857,,,,Keshabpur,BD404138,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,28.6653266606445
Panka,BD50690957,,,,Bagati Para,BD506909,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,31.5577215696811
Panka,BD50708865,,,,Shibganj,BD507088,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,59.596246477319
Pankhali,BD40471769,,,,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,42.4655599450032
Panpatty,BD10785778,,,,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,21.6228169177009
Pantha Para,BD40447165,,,,Maheshpur,BD404471,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,35.0302396409543
Panti,BD40507177,,,,Kumarkhali,BD405071,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,25.230404316839
Par Ramrampur,BD45391587,,,,Dewanganj,BD453915,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,37.7042118950925
Paraikora,BD20150485,,,,Anowara,BD201504,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,15.8270571745059
Parail,BD50646963,,,,Niamatpur,BD506469,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,62.3612281194622
Parail,BD50648573,,,,Raninagar,BD506485,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,40.2845620816474
Parameshwardi,BD30291875,,,,Boalmari,BD302918,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,25.7471926683384
Paranganj,BD45615288,,,,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,29.4619909696566
Paranpur,BD50644781,,,,Manda,BD506447,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,30.4923277879991
Paratali,BD30686478,,,,Roypura,BD306864,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.4803252722392
Parbatinagar,BD20514380,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.466303900237
Parbatipur,BD50703763,,,,Gomastapur,BD507037,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,78.4371174019469
Parbhanguria,BD50761979,,,,Bhangura,BD507619,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,20.5713571438492
Parerhat,BD10799043,,,,Zianagar,BD107990,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,22.7141846515489
Paria,BD55940884,,,,Baliadangi,BD559408,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.4161256138405
Parila,BD50817287,,,,Paba,BD508172,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,32.5015591704896
Parki,BD30934783,,,,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,18.5538295750651
Parkote,BD20751066,,,,Chatkhil,BD207510,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.3992698129093
Parshadanga,BD50762294,,,,Chatmohar,BD507622,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,31.6096001148662
Parshuram Paurashava,BD20305199,,,,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.2131833631076
Parua,BD20157051,,,,Rangunia,BD201570,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,34.2439131213921
Parul,BD55857366,,,,Pirgachha,BD558573,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,33.9074722455699
Parulia,BD30354361,,,,Kashiani,BD303543,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.4808952551056
Parulia,BD40872563,,,,Debhata,BD408725,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,44.0667044124784
Pasargati,BD30355878,,,,Muksudpur,BD303558,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.866029971382
Paschim Baluthupa,BD20134511,,,,Faridganj,BD201345,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,16.6134637556573
Paschim Bangara,BD20198118,,,,Muradnagar,BD201981,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,16.9626185978016
Paschim Bara Bhakhair,BD60367794,,,,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,28.1906474657571
Paschim Bara Bheola,BD20221694,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.7344422818184
Paschim Barkul,BD20134920,,,,Hajiganj,BD201349,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.8504070509645
Paschim Birgaon,BD60902789,,,,Dakshin Sunamganj,BD609027,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,34.42191446409259
Paschim Char Dukhia,BD20134523,,,,Faridganj,BD201345,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.206577555979
Paschim Char Umed,BD10095470,,,,Lalmohan,BD100954,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,26.7224924003866
Paschim Chhatnai,BD55731276,,,,Dimla,BD557312,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.4419188192013
Paschim Dhemsa,BD20158294,,,,Satkania,BD201582,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,2.02364921188428
Paschim Dighirpar,BD60915970,,,,Kanaighat,BD609159,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,21.0808565623422
Paschim Fatehpur,BD20137994,,,,Matlab Uttar,BD201379,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.3574787373446
Paschim Gauripur,BD60910860,,,,Balaganj,BD609108,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,24.5043968500511
Paschim Gomdandi,BD20151250,,,,Boalkhali,BD201512,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.8461193108983
Paschim Gupti,BD20134559,,,,Faridganj,BD201345,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.2990217950011
Paschim Guzara,BD20157494,,,,Raozan,BD201574,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,9.180376954608809
Paschim Illisha,BD10091855,,,,Bhola Sadar,BD100918,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,29.2858317612223
Paschim Jaflong,BD60914142,,,,Gowainghat,BD609141,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,60.4688597878048
Paschim Jorekaran,BD20193380,,,,Comilla Sadar Dakshin,BD201933,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.2267308826617
Paschim Juri,BD60583555,,,,Juri,BD605835,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,23.7774817576318
Paschim Lakshmip Rasad,BD60915966,,,,Kanaighat,BD609159,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,38.53774808463429
Paschim Nabinagar,BD20128560,,,,Nabinagar,BD201285,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.2522513417841
Paschim Nabipur,BD20198163,,,,Muradnagar,BD201981,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,7.16951490949406
Paschim Pagla,BD60902790,,,,Dakshin Sunamganj,BD609027,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,17.6757725359949
Paschim Pailanpur,BD60910864,,,,Balaganj,BD609108,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,21.62894245225
Paschim Panchgachhia,BD20193686,,,,Daudkandi,BD201936,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.7914268972978
Paschim Purbadhair,BD20198181,,,,Muradnagar,BD201981,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,10.8764985119109
Paschim Rupasdi,BD20120445,,,,Banchharampur,BD201204,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,9.06346492018527
Paschim Sahadebpur,BD20135894,,,,Kachua,BD201358,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.0889445297433
Paschim Saifullakandi,BD20120436,,,,Banchharampur,BD201204,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,16.2763712866813
Paschim Subidpur,BD20134595,,,,Faridganj,BD201345,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,14.3209132899912
Paschim Talsahar,BD20123374,,,,Ashuganj,BD201233,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.6678135753825
Paschim Ujan Char,BD20120454,,,,Banchharampur,BD201204,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.3417586346505
Pashapole,BD40411160,,,,Chaugachha,BD404111,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,26.3995127770662
Pashuram,BD55854939,,,,Rangpur Sadar,BD558549,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,22.5639555966891
Patabhog,BD30598461,,,,Sreenagar,BD305984,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,8.196407296646061
Patali,BD60904766,,,,Jagannathpur,BD609047,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,30.8612553811769
Patali Machhuakhali,BD20222471,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,27.327090716935
Patanushar,BD60585666,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,26.8218135835659
Patarir Hat,BD20513387,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,15.0256153402229
Patgati,BD30359176,,,,Tungi Para,BD303591,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.8062368023016
Patgram,BD55527067,,,,Patgram,BD555270,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,39.861200414513
Pathachhara,BD20468057,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,80.9870805809643
Pathair,BD20135879,,,,Kachua,BD201358,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.7486932081253
Pathakata,BD45896766,,,,Nakla,BD458967,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,17.8072584735942
Pathalia (part),BD30267272,,,,Savar,BD302672,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,29.0329406998508
Pathannagar,BD20301476,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,26.1448089323194
Pathardubi,BD55490676,,,,Bhurungamari,BD554906,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,33.1227269012572
Patharghata,BD10048571,,,,Patharghata,BD100485,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,56.1628563926811
Pathari,BD50648663,,,,Sapahar,BD506486,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,26.215634439406
Patharia,BD60902761,,,,Dakshin Sunamganj,BD609027,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,38.2801317127045
Patharsi,BD45392987,,,,Islampur,BD453929,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,21.5539876596497
Pathrail,BD30932371,,,,Delduar,BD309323,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.6071519399989
Patibila,BD40411169,,,,Chaugachha,BD404111,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,17.8684291120666
Patichara,BD50647577,,,,Patnitala,BD506475,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,31.200557314
Patika Para,BD55523366,,,,Hatibandha,BD555233,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,22.5936029789247
Patiya Paurashava,BD20156199,,,,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,9.18148788297253
Patkelghata,BD10424379,,,,Kanthalia,BD104243,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,18.0528306239256
Patnitala,BD50647586,,,,Patnitala,BD506475,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,37.0354809907417
Patta,BD30827380,,,,Pangsha,BD308273,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.5350739395193
Pattan,BD20120772,,,,Bijoynagar,BD201207,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,33.376891554225
Pattashi,BD10799051,,,,Zianagar,BD107990,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,35.9846301099135
Patuabhanga,BD30487985,,,,Pakundia,BD304879,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.5497087234159
Patuli,BD30680771,,,,Belabo,BD306807,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.542979814396
Paurashava,BD10040999,,,,Amtali,BD100409,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,7.802115680089949
Paurashava,BD10042899,,,,Barguna Sadar,BD100428,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,14.6239925336645
Paurashava,BD10044799,,,,Betagi,BD100447,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,7.634860112899569
Paurashava,BD10048599,,,,Patharghata,BD100485,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,6.85073325847154
Paurashava,BD10060799,,,,Bakerganj,BD100607,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,1.71992653286688
Paurashava,BD10061099,,,,Banari Para,BD100610,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,1.55273632904521
Paurashava,BD10063299,,,,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,17.7416104462787
Paurashava,BD10066299,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,16.6275294610791
Paurashava,BD10066999,,,,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,10.8105536722296
Paurashava,BD10091899,,,,Bhola Sadar,BD100918,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,3.48802924592383
Paurashava,BD10092199,,,,Burhanuddin,BD100921,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,8.08729338310518
Paurashava,BD10092599,,,,Char Fasson,BD100925,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,17.9437377677548
Paurashava,BD10092999,,,,Daulatkhan,BD100929,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,2.2868375667432
Paurashava,BD10095499,,,,Lalmohan,BD100954,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,8.986111875577619
Paurashava,BD10424099,,,,Jhalokati Sadar,BD104240,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,4.03208988027593
Paurashava,BD10427399,,,,Nalchity,BD104273,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,21.1611687547333
Paurashava,BD10783899,,,,Bauphal,BD107838,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,13.4973134813636
Paurashava,BD10785799,,,,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,6.92167858538285
Paurashava,BD10786699,,,,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,8.662081790425889
Paurashava,BD10789599,,,,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,10.2762472838064
Paurashava,BD10795899,,,,Mathbaria,BD107958,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,7.4624175958282
Paurashava,BD10798099,,,,Pirojpur Sadar,BD107980,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,15.1934721065442
Paurashava,BD10798799,,,,Nesarabad (Swarupkati),BD107987,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,5.40380415404853
Paurashava,BD50108599,,,,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,9.78384059291585
Paurashava,BD55271099,,,,Birampur,BD552710,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,18.5014097857333
Paurashava,BD55271299,,,,Birganj,BD552712,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,15.4871684326797
Paurashava,BD55273899,,,,Fulbari,BD552738,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,15.6694156576063
Paurashava,BD55274399,,,,Ghoraghat,BD552743,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,23.1914562908857
Paurashava,BD55274799,,,,Hakimpur,BD552747,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,15.5386873742235
Paurashava,BD55276499,,,,Dinajpur Sadar,BD552764,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,12.8676839822634
Paurashava,BD55277799,,,,Parbatipur,BD552777,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,5.66022206333013
Paurashava,BD55322499,,,,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,17.2001647007868
Paurashava,BD55323099,,,,Gobindaganj,BD553230,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,12.6792510240797
Paurashava,BD55495299,,,,Kurigram Sadar,BD554952,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,9.62268827716806
Paurashava,BD55496199,,,,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,45.5367269473013
Paurashava,BD55499499,,,,Ulipur,BD554994,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,20.2359677217979
Paurashava,BD55525599,,,,Lalmonirhat Sadar,BD555255,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,17.9649343428873
Paurashava,BD55527099,,,,Patgram,BD555270,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,7.31301053166534
Paurashava,BD55731599,,,,Domar,BD557315,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,14.2646349935285
Paurashava,BD55733699,,,,Jaldhaka,BD557336,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.2569334228527
Paurashava,BD55736499,,,,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,21.7356554470443
Paurashava,BD55738599,,,,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,11.6143293648188
Paurashava,BD55772599,,,,Boda,BD557725,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,11.5605569028269
Paurashava,BD55777399,,,,Panchagarh Sadar,BD557773,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,10.3101126580734
Paurashava,BD55850399,,,,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,4.12142798120485
Paurashava,BD55854299,,,,Kaunia,BD558542,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,14.1465917503773
Paurashava,BD55854999,,,,Rangpur Sadar,BD558549,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.0646462154217
Paurashava,BD55948299,,,,Pirganj,BD559482,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,21.5848253636797
Paurashava,BD55948699,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,5.5502484951035
Paurashava,BD55949499,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,3.11281503942752
Payari,BD45618154,,,,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,26.7644924345356
Payra,BD40410442,,,,Abhaynagar,BD404104,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,26.0075144436854
Pearpur,BD30545483,,,,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,14.4101707139146
Pearpur,BD40503967,,,,Daulatpur,BD405039,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,32.3942791676334
