year,month,rate_type,exchange_rate_value,end_of_period_rate,period_average_rate
2017,5,"National Currency per US Dollar, Period average",80.4926,0,1
2017,5,"US Dollars per National Currency,Period average",0.012423502284682,0,1
2017,6,"National Currency per US Dollar, End of period",80.5988,1,0
2017,6,"National Currency per US Dollar, Period average",80.5874,0,1
2017,6,"US Dollars per National Currency,Period average",0.0124088877417561,0,1
2017,7,"National Currency per US Dollar, End of period",80.66,1,0
2017,7,"National Currency per US Dollar, Period average",80.6263,0,1
2017,7,"US Dollars per National Currency,Period average",0.0124029007904368,0,1
2017,8,"National Currency per US Dollar, End of period",80.7,1,0
2017,8,"National Currency per US Dollar, Period average",80.6939,0,1
2017,8,"US Dollars per National Currency,Period average",0.0123925104623769,0,1
2017,9,"National Currency per US Dollar, End of period",80.8,1,0
2017,9,"National Currency per US Dollar, Period average",80.7377,0,1
2017,9,"US Dollars per National Currency,Period average",0.0123857875564946,0,1
2017,10,"National Currency per US Dollar, End of period",80.8681,1,0
2017,10,"National Currency per US Dollar, Period average",80.8217,0,1
2017,10,"US Dollars per National Currency,Period average",0.0123729146998887,0,1
2017,11,"National Currency per US Dollar, End of period",82.3,1,0
2017,11,"National Currency per US Dollar, Period average",81.2842,0,1
2017,11,"US Dollars per National Currency,Period average",0.012307,0,1
2017,12,"National Currency per US Dollar, End of period",82.7,1,0
2017,12,"National Currency per US Dollar, Period average",82.5499,0,1
2017,12,"US Dollars per National Currency,Period average",0.012114,0,1
2018,1,"National Currency per US Dollar, End of period",82.9,1,0
2018,1,"National Currency per US Dollar, Period average",82.8168,0,1
2018,1,"US Dollars per National Currency,Period average",0.012075,0,1
2018,2,"National Currency per US Dollar, End of period",82.96,1,0
2018,2,"National Currency per US Dollar, Period average",82.92,0,1
2018,2,"US Dollars per National Currency,Period average",0.012075,0,1
2018,3,"National Currency per US Dollar, End of period",82.96,1,0
2018,3,"National Currency per US Dollar, Period average",82.96,0,1
2018,3,"US Dollars per National Currency,Period average",0.012054,0,1
2018,4,"National Currency per US Dollar, End of period",82.98,1,0
2018,4,"National Currency per US Dollar, Period average",82.974615,0,1
2018,4,"US Dollars per National Currency,Period average",0.012052,0,1
2018,5,"National Currency per US Dollar, End of period",83.7,1,0
2018,5,"National Currency per US Dollar, Period average",83.384615,0,1
2018,5,"US Dollars per National Currency,Period average",0.011993,0,1
2018,6,"National Currency per US Dollar, End of period",83.725,1,0
2018,6,"National Currency per US Dollar, Period average",83.701042,0,1
2018,6,"US Dollars per National Currency,Period average",0.011947,0,1
2018,7,"National Currency per US Dollar, End of period",83.75,1,0
2018,7,"National Currency per US Dollar, Period average",83.747222,0,1
2018,7,"US Dollars per National Currency,Period average",0.011941,0,1
2018,8,"National Currency per US Dollar, End of period",83.75,1,0
2018,8,"National Currency per US Dollar, Period average",83.75,0,1
2018,8,"US Dollars per National Currency,Period average",0.01194,0,1
2018,9,"National Currency per US Dollar, End of period",83.75,1,0
2018,9,"National Currency per US Dollar, Period average",83.75,0,1
2018,9,"US Dollars per National Currency,Period average",0.01194,0,1
2018,10,"National Currency per US Dollar, End of period",83.85,1,0
2018,10,"National Currency per US Dollar, Period average",83.816667,0,1
2018,10,"US Dollars per National Currency,Period average",0.011931,0,1
2018,11,"National Currency per US Dollar, End of period",83.9,1,0
2018,11,"National Currency per US Dollar, Period average",83.873462,0,1
2018,11,"US Dollars per National Currency,Period average",0.011923,0,1
2018,12,"National Currency per US Dollar, End of period",83.9,1,0
2018,12,"National Currency per US Dollar, Period average",83.9,0,1
2018,12,"US Dollars per National Currency,Period average",0.011919,0,1
2019,1,"National Currency per US Dollar, End of period",83.95,1,0
2019,1,"National Currency per US Dollar, Period average",83.94,0,1
2019,1,"US Dollars per National Currency,Period average",0.011919,0,1
2019,2,"National Currency per US Dollar, End of period",84.15,1,0
2019,2,"National Currency per US Dollar, Period average",84.04,0,1
2019,2,"US Dollars per National Currency,Period average",0.01,0,1
2019,3,"National Currency per US Dollar, End of period",84.25,1,0
2019,3,"National Currency per US Dollar, Period average",84.21,0,1
2019,3,"US Dollars per National Currency,Period average",0.01,0,1
2019,4,"National Currency per US Dollar, End of period",84.45,1,0
2019,4,"National Currency per US Dollar, Period average",84.330962,0,1
2019,4,"US Dollars per National Currency,Period average",0.011858,0,1
2019,5,"National Currency per US Dollar, End of period",84.5,1,0
2019,5,"National Currency per US Dollar, Period average",84.492308,0,1
2019,5,"US Dollars per National Currency,Period average",0.011858,0,1
2019,6,"National Currency per US Dollar, End of period",84.5,1,0
2019,6,"National Currency per US Dollar, Period average",84.5,0,1
2019,6,"US Dollars per National Currency,Period average",0.011858,0,1
2019,7,"National Currency per US Dollar, End of period",84.5,1,0
2019,7,"National Currency per US Dollar, Period average",84.5,0,1
2019,7,"US Dollars per National Currency,Period average",0.01,0,1
2019,8,"National Currency per US Dollar, End of period",84.5,1,0
2019,8,"National Currency per US Dollar, Period average",84.5,0,1
2019,8,"US Dollars per National Currency,Period average",0.0118343195266272,0,1
2019,9,"National Currency per US Dollar, End of period",84.5,1,0
2019,9,"National Currency per US Dollar, Period average",84.5,0,1
2019,9,"US Dollars per National Currency,Period average",0.0118343195266272,0,1
2019,10,"National Currency per US Dollar, End of period",84.75,1,0
2019,10,"National Currency per US Dollar, Period average",84.75,0,1
2019,10,"US Dollars per National Currency,Period average",0.01,0,1
2019,11,"National Currency per US Dollar, End of period",84.9,1,0
2019,11,"National Currency per US Dollar, Period average",84.781,0,1
2019,11,"US Dollars per National Currency,Period average",0.01,0,1
2019,12,"National Currency per US Dollar, End of period",84.9,1,0
2019,12,"National Currency per US Dollar, Period average",84.898,0,1
2019,12,"US Dollars per National Currency,Period average",0.01,0,1
2020,1,"National Currency per US Dollar, End of period",84.9,1,0
2020,1,"National Currency per US Dollar, Period average",84.9,0,1
2020,1,"US Dollars per National Currency,Period average",0.01,0,1
2020,2,"National Currency per US Dollar, End of period",84.95,1,0
2020,2,"National Currency per US Dollar, Period average",84.95,0,1
2020,2,"US Dollars per National Currency,Period average",0.01,0,1
2020,3,"National Currency per US Dollar, End of period",84.95,1,0
2020,3,"National Currency per US Dollar, Period average",84.95,0,1
2020,3,"US Dollars per National Currency,Period average",0.01,0,1
2020,4,"National Currency per US Dollar, End of period",84.95,1,0
2020,4,"National Currency per US Dollar, Period average",84.95,0,1
2020,4,"US Dollars per National Currency,Period average",0.01,0,1
2020,5,"National Currency per US Dollar, End of period",84.95,1,0
2020,5,"National Currency per US Dollar, Period average",84.95,0,1
2020,5,"US Dollars per National Currency,Period average",0.01,0,1
2020,6,"National Currency per US Dollar, End of period",84.9,1,0
2020,6,"National Currency per US Dollar, Period average",84.9,0,1
2020,6,"US Dollars per National Currency,Period average",0.01,0,1
2020,7,"National Currency per US Dollar, End of period",84.8,1,0
2020,7,"National Currency per US Dollar, Period average",84.8137,0,1
2020,7,"US Dollars per National Currency,Period average",0.01,0,1
2020,8,"National Currency per US Dollar, End of period",84.825,1,0
2020,8,"National Currency per US Dollar, Period average",84.84,0,1
2020,8,"US Dollars per National Currency,Period average",0.01,0,1
2020,9,"National Currency per US Dollar, End of period",84.84,1,0
2020,9,"National Currency per US Dollar, Period average",84.802,0,1
2020,9,"US Dollars per National Currency,Period average",0.01,0,1
2020,10,"National Currency per US Dollar, End of period",84.802,1,0
2020,10,"National Currency per US Dollar, Period average",84.801,0,1
2020,10,"US Dollars per National Currency,Period average",0.01,0,1
2020,11,"National Currency per US Dollar, End of period",84.8,1,0
2020,11,"National Currency per US Dollar, Period average",84.8,0,1
2020,11,"US Dollars per National Currency,Period average",0.01,0,1
2020,12,"National Currency per US Dollar, End of period",84.802,1,0
2020,12,"National Currency per US Dollar, Period average",84.8,0,1
2020,12,"US Dollars per National Currency,Period average",0.01,0,1
2021,1,"National Currency per US Dollar, End of period",84.801106,1,0
2021,1,"National Currency per US Dollar, Period average",84.8025,0,1
2021,1,"US Dollars per National Currency,Period average",0.01,0,1
2021,2,"National Currency per US Dollar, End of period",84.8,1,0
2021,2,"National Currency per US Dollar, Period average",84.800719,0,1
2021,2,"US Dollars per National Currency,Period average",0.01,0,1
2021,3,"National Currency per US Dollar, End of period",84.8,1,0
2021,3,"National Currency per US Dollar, Period average",84.8,0,1
2021,3,"US Dollars per National Currency,Period average",0.01,0,1
2021,4,"National Currency per US Dollar, End of period",84.8,1,0
2021,4,"National Currency per US Dollar, Period average",84.8,0,1
2021,4,"US Dollars per National Currency,Period average",0.01,0,1
2021,5,"National Currency per US Dollar, End of period",84.8,1,0
2021,5,"National Currency per US Dollar, Period average",84.8,0,1
2021,5,"US Dollars per National Currency,Period average",0.01,0,1
2021,6,"National Currency per US Dollar, End of period",84.8125,1,0
2021,6,"National Currency per US Dollar, Period average",84.814825,0,1
2021,6,"US Dollars per National Currency,Period average",0.01,0,1
2021,7,"National Currency per US Dollar, End of period",84.8,1,0
2021,7,"National Currency per US Dollar, Period average",84.8,0,1
2021,7,"US Dollars per National Currency,Period average",0.01,0,1
2021,8,"National Currency per US Dollar, End of period",85.2,1,0
2021,8,"National Currency per US Dollar, Period average",84.95,0,1
2021,8,"US Dollars per National Currency,Period average",0.01,0,1
2021,9,"National Currency per US Dollar, End of period",85.5,1,0
2021,9,"National Currency per US Dollar, Period average",85.25,0,1
2021,9,"US Dollars per National Currency,Period average",0.01,0,1
2021,10,"National Currency per US Dollar, End of period",85.675,1,0
2021,10,"National Currency per US Dollar, Period average",85.612115,0,1
2021,10,"US Dollars per National Currency,Period average",0.011681,0,1
2021,11,"National Currency per US Dollar, End of period",85.8,1,0
2021,11,"National Currency per US Dollar, Period average",85.775,0,1
2021,11,"US Dollars per National Currency,Period average",0.01,0,1
2021,12,"National Currency per US Dollar, End of period",85.8,1,0
2021,12,"National Currency per US Dollar, Period average",85.8,0,1
2021,12,"US Dollars per National Currency,Period average",0.0116550116550117,0,1
2022,1,"National Currency per US Dollar, End of period",86.0,1,0
2022,1,"National Currency per US Dollar, Period average",85.9538461538461,0,1
2022,1,"US Dollars per National Currency,Period average",0.0116341507069984,0,1
2022,2,"National Currency per US Dollar, End of period",86.0,1,0
2022,2,"National Currency per US Dollar, Period average",86.0,0,1
2022,2,"US Dollars per National Currency,Period average",0.0116279069767442,0,1
2022,3,"National Currency per US Dollar, End of period",86.2,1,0
2022,3,"National Currency per US Dollar, Period average",86.0592592592592,0,1
2022,3,"US Dollars per National Currency,Period average",0.011619900154932,0,1
2022,4,"National Currency per US Dollar, End of period",86.45,1,0
2022,4,"National Currency per US Dollar, Period average",86.2298,0,1
2022,4,"US Dollars per National Currency,Period average",0.011597,0,1
2022,5,"National Currency per US Dollar, End of period",89.0,1,0
2022,5,"National Currency per US Dollar, Period average",87.1826923076923,0,1
2022,5,"US Dollars per National Currency,Period average",0.0114701665379949,0,1
2022,6,"National Currency per US Dollar, End of period",93.45,1,0
2022,6,"National Currency per US Dollar, Period average",92.0346846153846,0,1
2022,6,"US Dollars per National Currency,Period average",0.0108654688629513,0,1
2022,7,"National Currency per US Dollar, End of period",94.7,1,0
2022,7,"National Currency per US Dollar, Period average",93.8873076923077,0,1
2022,7,"US Dollars per National Currency,Period average",0.0106510669501489,0,1
2022,8,"National Currency per US Dollar, End of period",95.0,1,0
2022,8,"National Currency per US Dollar, Period average",94.9055555555555,0,1
2022,8,"US Dollars per National Currency,Period average",0.0105367909617749,0,1
2022,9,"National Currency per US Dollar, End of period",96.0,1,0
2022,9,"National Currency per US Dollar, Period average",95.6153846153846,0,1
2022,9,"US Dollars per National Currency,Period average",0.0104585679806919,0,1
2022,10,"National Currency per US Dollar, End of period",97.0,1,0
2022,10,"National Currency per US Dollar, Period average",96.6153846153846,0,1
2022,10,"US Dollars per National Currency,Period average",0.0103503184713376,0,1
2022,11,"National Currency per US Dollar, End of period",98.0,1,0
2022,11,"National Currency per US Dollar, Period average",97.6153846153846,0,1
2022,11,"US Dollars per National Currency,Period average",0.0103503184713376,0,1
2022,12,"National Currency per US Dollar, End of period",99.0,1,0
2022,12,"National Currency per US Dollar, Period average",98.8461538461538,0,1
2022,12,"US Dollars per National Currency,Period average",0.0103503184713376,0,1
2023,1,"National Currency per US Dollar, End of period",100.0,1,0
2023,1,"National Currency per US Dollar, Period average",99.888889,0,1
2023,1,"US Dollars per National Currency,Period average",0.0103503184713376,0,1
2023,2,"National Currency per US Dollar, End of period",101.0,1,0
2023,2,"National Currency per US Dollar, Period average",100.958333333333,0,1
2023,2,"US Dollars per National Currency,Period average",0.0099050763516302,0,1
2023,3,"National Currency per US Dollar, End of period",102.0,1,0
2023,3,"National Currency per US Dollar, Period average",101.962962962963,0,1
2023,3,"US Dollars per National Currency,Period average",0.0098074827460951,0,1
2023,4,"National Currency per US Dollar, End of period",103.0,1,0
2023,4,"National Currency per US Dollar, Period average",102.92,0,1
2023,4,"US Dollars per National Currency,Period average",0.0097162844928099,0,1
2023,5,"National Currency per US Dollar, End of period",104.5,1,0
2023,5,"National Currency per US Dollar, Period average",104.388888888889,0,1
2023,5,"US Dollars per National Currency,Period average",0.0095795635976583,0,1
2023,6,"National Currency per US Dollar, End of period",106.0,1,0
2023,6,"National Currency per US Dollar, Period average",105.884615384615,0,1
2023,6,"US Dollars per National Currency,Period average",0.0094442426443879,0,1
2023,7,"National Currency per US Dollar, End of period",109.0,1,0
2023,7,"National Currency per US Dollar, Period average",108.757173,0,1
2023,7,"US Dollars per National Currency,Period average",0.009195,0,1
2023,8,"National Currency per US Dollar, End of period",109.5,1,0
2023,8,"National Currency per US Dollar, Period average",109.457778,0,1
2023,8,"US Dollars per National Currency,Period average",0.009136,0,1
2023,9,"National Currency per US Dollar, End of period",110.25,1,0
2023,9,"National Currency per US Dollar, Period average",109.97,0,1
2023,9,"US Dollars per National Currency,Period average",0.009093,0,1
2023,10,"National Currency per US Dollar, End of period",110.5,1,0
2023,10,"National Currency per US Dollar, Period average",110.490556,0,1
2023,10,"US Dollars per National Currency,Period average",0.009051,0,1
2023,11,"National Currency per US Dollar, End of period",110.5,1,0
2023,11,"National Currency per US Dollar, Period average",110.880769,0,1
2023,11,"US Dollars per National Currency,Period average",0.009019,0,1
2023,12,"National Currency per US Dollar, End of period",110.0,1,0
2023,12,"National Currency per US Dollar, Period average",110.153846,0,1
2023,12,"US Dollars per National Currency,Period average",0.009078,0,1
2024,1,"National Currency per US Dollar, End of period",110.0,1,0
2024,1,"National Currency per US Dollar, Period average",110.0,0,1
2024,1,"US Dollars per National Currency,Period average",0.009090909090909,0,1
2024,2,"National Currency per US Dollar, End of period",110.0,1,0
2024,2,"National Currency per US Dollar, Period average",110.0,0,1
2024,2,"US Dollars per National Currency,Period average",0.009090909090909,0,1
2024,3,"National Currency per US Dollar, End of period",110.0,1,0
2024,3,"National Currency per US Dollar, Period average",110.0,0,1
2024,3,"US Dollars per National Currency,Period average",0.009090909090909,0,1
2024,4,"National Currency per US Dollar, End of period",110.0,1,0
2024,4,"National Currency per US Dollar, Period average",110.0,0,1
2024,4,"US Dollars per National Currency,Period average",0.009090909090909,0,1
2024,5,"National Currency per US Dollar, End of period",117.7,1,0
2024,5,"National Currency per US Dollar, Period average",115.027592592593,0,1
2024,5,"US Dollars per National Currency,Period average",0.0086935662779783,0,1
2024,6,"National Currency per US Dollar, End of period",118.0,1,0
2024,6,"National Currency per US Dollar, Period average",117.93795,0,1
2024,6,"US Dollars per National Currency,Period average",0.0084790349501581,0,1
2024,7,"National Currency per US Dollar, End of period",118.0,1,0
2024,7,"National Currency per US Dollar, Period average",117.927777777778,0,1
2024,7,"US Dollars per National Currency,Period average",0.0084797663353276,0,1
2024,8,"National Currency per US Dollar, End of period",120.0,1,0
2024,8,"National Currency per US Dollar, Period average",118.725,0,1
2024,8,"US Dollars per National Currency,Period average",0.0084228258580753,0,1
2024,9,"National Currency per US Dollar, End of period",120.0,1,0
2024,9,"National Currency per US Dollar, Period average",118.872151898734,0,1
2024,9,"US Dollars per National Currency,Period average",0.0083333333333333,0,1
2024,10,"National Currency per US Dollar, End of period",120.0,1,0
2024,10,"National Currency per US Dollar, Period average",119.998148148148,0,1
2024,10,"US Dollars per National Currency,Period average",0.0083334619361409,0,1
2024,11,"National Currency per US Dollar, End of period",120.0,1,0
2024,11,"National Currency per US Dollar, Period average",119.32,0,1
2024,11,"US Dollars per National Currency,Period average",0.01,0,1
2024,12,"National Currency per US Dollar, End of period",120.0,1,0
2024,12,"National Currency per US Dollar, Period average",119.435759493671,0,1
2024,12,"US Dollars per National Currency,Period average",0.0083333333333333,0,1
2025,1,"National Currency per US Dollar, End of period",121.925925925926,1,0
2025,1,"National Currency per US Dollar, Period average",119.799189189189,0,1
2025,1,"US Dollars per National Currency,Period average",0.0082017010935601,0,1
2025,2,"National Currency per US Dollar, End of period",122.0,1,0
2025,2,"National Currency per US Dollar, Period average",122.0,0,1
2025,2,"US Dollars per National Currency,Period average",0.0081967213114754,0,1
2025,3,"National Currency per US Dollar, End of period",122.0,1,0
2025,3,"National Currency per US Dollar, Period average",122.0,0,1
2025,3,"US Dollars per National Currency,Period average",0.0081967213114754,0,1
2025,4,"National Currency per US Dollar, End of period",122.0,1,0
2025,4,"National Currency per US Dollar, Period average",122.0,0,1
2025,4,"US Dollars per National Currency,Period average",0.0081967213114754,0,1
2025,5,"National Currency per US Dollar, End of period",122.9,1,0
2025,5,"National Currency per US Dollar, Period average",122.33875,0,1
2025,5,"US Dollars per National Currency,Period average",0.008174,0,1
2025,6,"National Currency per US Dollar, End of period",122.775,1,0
2025,6,"National Currency per US Dollar, Period average",122.872307692308,0,1
2025,6,"US Dollars per National Currency,Period average",0.0081385303066347,0,1
2025,7,"National Currency per US Dollar, End of period",122.615,1,0
2025,7,"National Currency per US Dollar, Period average",121.963703703704,0,1
2025,7,"US Dollars per National Currency,Period average",0.0081991606488876,0,1
2025,8,"National Currency per US Dollar, End of period",121.64,1,0
2025,8,"National Currency per US Dollar, Period average",121.718653846154,0,1
2025,8,"US Dollars per National Currency,Period average",0.0082156675940891,0,1
2025,9,"National Currency per US Dollar, End of period",121.8,1,0
2025,9,"National Currency per US Dollar, Period average",121.741490384615,0,1
2025,9,"US Dollars per National Currency,Period average",0.0082141264809615,0,1
2025,10,"National Currency per US Dollar, End of period",122.29,1,0
2025,10,"National Currency per US Dollar, Period average",122.004537037037,0,1
2025,10,"US Dollars per National Currency,Period average",0.0081964164963507,0,1
2025,11,"National Currency per US Dollar, End of period",122.26,1,0
2025,11,"National Currency per US Dollar, Period average",122.319,0,1
2025,11,"US Dollars per National Currency,Period average",0.0081753447951667,0,1
2025,12,"National Currency per US Dollar, End of period",122.325,1,0
2025,12,"National Currency per US Dollar, Period average",122.292407407407,0,1
2025,12,"US Dollars per National Currency,Period average",0.0081771225311525,0,1
2026,1,"National Currency per US Dollar, End of period",122.35,1,0
2026,1,"National Currency per US Dollar, Period average",122.324038461538,0,1
2026,1,"US Dollars per National Currency,Period average",0.0081750080570992,0,1
2026,2,"National Currency per US Dollar, End of period",122.3,1,0
2026,2,"National Currency per US Dollar, Period average",122.3025,0,1
2026,2,"US Dollars per National Currency,Period average",0.0081764477422783,0,1
2026,3,"National Currency per US Dollar, End of period",122.75,1,0
2026,3,"National Currency per US Dollar, Period average",122.624444444444,0,1
2026,3,"US Dollars per National Currency,Period average",0.0081549808811003,0,1
